741|588|1734|firefox|1
741|588|1734|firefox|1
842|738|1734|firefox|1
842|738|1734|firefox|1
782|563|1734|firefox|1
782|563|1734|firefox|1
782|563|1734|firefox|1
782|563|1734|firefox|1
782|563|1734|firefox|1
467|310|1734|firefox|1
509|365|1276|safari|1
695|375|1263|msie|0
693|368|1276|safari|1
731|574|1426|safari|1
639|582|1426|safari|1
1047|368|1426|safari|1
321|388|985|msie|0
335|740|964|firefox|1
495|550|964|firefox|1
494|550|964|firefox|1
498|548|964|firefox|1
589|740|964|firefox|1
589|740|964|firefox|1
489|740|964|firefox|1
580|756|964|firefox|1
390|748|964|firefox|1
664|301|964|firefox|1
822|307|964|firefox|1
268|328|1269|safari|1
249|399|1269|safari|1
943|483|1259|msie|0
972|371|1259|msie|0
533|783|1423|firefox|1
560|744|1423|firefox|3
519|602|1423|firefox|1
504|750|1423|firefox|1
554|760|1423|firefox|1
715|618|1423|firefox|1
719|560|1423|firefox|1
719|560|1423|firefox|1
719|560|1423|firefox|1
719|560|1423|firefox|1
287|308|1423|firefox|1
