542|1041|980|safari|1
620|1100|980|safari|1
544|760|1419|msie|0
642|760|1419|msie|0
789|756|1419|msie|0
735|575|1419|msie|0
735|575|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
719|551|1419|msie|0
298|306|1419|msie|0
53|336|768|msie|0
56|335|768|msie|0
625|302|768|msie|0
614|305|768|msie|0
340|757|1007|firefox|1
429|760|1007|firefox|1
519|760|1007|firefox|1
517|754|1007|firefox|1
506|753|1007|firefox|1
511|751|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
516|750|1007|firefox|1
580|751|1007|firefox|1
431|541|1007|firefox|1
455|563|1007|firefox|1
511|571|1007|firefox|1
515|580|1007|firefox|1
798|172|1007|firefox|1
732|559|1419|msie|0
647|752|1419|msie|0
621|751|1419|msie|0
640|569|1419|msie|0
736|565|1419|msie|0
616|777|1419|msie|0
711|588|1419|msie|0
722|579|1419|msie|0
737|571|1419|msie|0
731|573|1419|msie|0
634|570|1419|msie|0
776|733|1419|msie|0
632|769|1419|msie|0
624|749|1419|msie|0
628|752|1419|msie|0
574|571|1419|msie|0
658|777|1419|msie|0
823|755|1419|msie|0
833|756|1419|msie|0
1008|477|1419|msie|0
1038|438|1419|msie|0
373|779|1003|msie|0
517|562|1003|msie|0
411|776|1003|msie|0
489|768|1003|msie|0
420|572|1003|msie|0
518|573|1003|msie|0
373|748|1003|msie|0
604|763|1003|msie|0
573|772|1003|msie|0
558|773|1003|msie|0
510|774|1003|msie|0
564|772|1003|msie|0
608|371|1003|msie|0
724|582|1419|msie|0
713|574|1419|msie|0
734|777|1419|msie|0
812|767|1419|msie|0
445|768|1419|msie|0
723|567|1419|msie|0
708|563|1419|msie|0
722|552|1419|msie|0
712|565|1419|msie|0
715|550|1419|msie|0
717|549|1419|msie|0
717|549|1419|msie|0
715|550|1419|msie|0
715|550|1419|msie|0
715|550|1419|msie|0
713|556|1419|msie|0
714|556|1419|msie|0
665|375|1419|msie|0
638|558|1293|firefox|1
644|575|1293|firefox|1
644|575|1293|firefox|1
644|575|1293|firefox|1
644|575|1293|firefox|1
644|575|1293|firefox|1
643|738|1293|firefox|1
636|750|1293|firefox|1
636|750|1293|firefox|1
636|750|1293|firefox|1
636|750|1293|firefox|1
636|750|1293|firefox|1
636|750|1293|firefox|1
636|750|1293|firefox|1
711|755|1293|firefox|1
962|411|1293|firefox|1
711|576|1411|msie|0
707|556|1411|msie|0
815|753|1411|msie|0
815|753|1411|msie|0
524|389|1411|msie|0
