218|354|1267|firefox|1
221|382|1267|firefox|1
925|483|1267|firefox|1
696|390|1267|firefox|1
842|307|1280|firefox|1
1007|306|1280|firefox|1
556|502|1280|firefox|1
228|331|1280|firefox|1
258|431|1280|firefox|1
1050|192|1306|firefox|1
943|534|1306|firefox|1
1127|562|1306|firefox|1
249|402|1267|firefox|1
255|335|1306|firefox|1
308|336|1306|firefox|1
260|352|1306|firefox|1
272|326|1306|firefox|1
296|327|1306|firefox|1
249|308|1306|firefox|1
258|327|1306|firefox|1
258|327|1306|firefox|1
248|309|1306|firefox|1
250|330|1306|firefox|1
252|351|1306|firefox|1
282|420|1306|firefox|1
901|476|1306|firefox|1
686|553|1306|firefox|1
677|547|1306|firefox|1
663|555|1306|firefox|1
665|555|1306|firefox|1
675|553|1306|firefox|1
669|552|1306|firefox|1
676|547|1306|firefox|1
653|562|1306|firefox|1
674|551|1306|firefox|1
670|550|1306|firefox|1
658|555|1306|firefox|1
674|546|1306|firefox|1
674|546|1306|firefox|1
490|178|1734|firefox|1
490|178|1734|firefox|1
1051|302|1734|firefox|1
466|374|1734|firefox|1
730|159|1734|firefox|1
1124|139|1734|firefox|1
670|648|1734|firefox|1
754|666|1734|firefox|1
902|645|1734|firefox|1
804|741|1734|firefox|1
955|409|1267|firefox|1
1083|200|1209|firefox|1
962|295|1209|firefox|1
251|175|1276|safari|1
274|331|1276|safari|1
243|359|1276|safari|1
286|417|1276|safari|1
244|393|1276|safari|1
343|164|1426|safari|1
359|164|1426|safari|1
782|373|1426|safari|1
452|357|1426|safari|1
454|359|1426|safari|1
474|358|1426|safari|1
457|361|1426|safari|1
321|326|1426|safari|1
311|357|1426|safari|1
523|701|1426|safari|1
610|655|1426|safari|1
345|332|1426|safari|1
309|356|1426|safari|1
301|380|1426|safari|1
303|404|1426|safari|1
798|414|985|msie|0
680|312|985|msie|0
866|384|985|msie|0
1084|385|1426|safari|1
1067|383|1426|safari|1
1012|366|1426|safari|1
102|327|964|firefox|1
86|348|964|firefox|1
851|483|1259|msie|0
836|479|1255|firefox|1
322|329|1423|safari|1
300|354|1423|safari|1
1049|434|1423|safari|1
316|333|1423|safari|1
314|397|1423|safari|1
905|312|1423|firefox|1
923|479|1423|firefox|1
1235|128|1423|firefox|1
315|335|1423|firefox|1
1214|285|1423|firefox|1
320|383|1423|firefox|1
297|327|1423|firefox|1
302|358|1423|firefox|1
925|482|1423|firefox|1
